type,affix,lang,word,trans
prefix,ante,Basque,antechamber,aurreskua
prefix,ante,Basque,anterior,aurrekoa
prefix,ante,Basque,antebellum,antebellum
prefix,ante,Catalan,antechamber,avantcamber
prefix,ante,Catalan,anterior,següent
prefix,ante,Catalan,antebellum,antebellum
prefix,ante,Danish,antechamber,antechamber
prefix,ante,Danish,anterior,forreste
prefix,ante,Danish,antebellum,antebellum
prefix,ante,Dutch,antechamber,voorkamer
prefix,ante,Dutch,anterior,voorste
prefix,ante,Dutch,antebellum,vooroorlogse
prefix,ante,Estonian,antechamber,eesruum
prefix,ante,Estonian,anterior,anterior
prefix,ante,Estonian,antebellum,antebellum
prefix,ante,Finnish,antechamber,etekamari
prefix,ante,Finnish,anterior,anterior
prefix,ante,Finnish,antebellum,antebellum
prefix,ante,French,antechamber,antichambre
prefix,ante,French,anterior,antérieur
prefix,ante,French,antebellum,avant-guerre
prefix,ante,German,antechamber,Vorzimmer
prefix,ante,German,anterior,Vorder
prefix,ante,German,antebellum,Antebellum
prefix,ante,Hungarian,antechamber,antechamber
prefix,ante,Hungarian,antebellum,antebellum
prefix,ante,Icelandic,antechamber,antekamber
prefix,ante,Icelandic,anterior,anterior
prefix,ante,Icelandic,antebellum,antebellum
prefix,ante,Irish,antechamber,antechamber
prefix,ante,Irish,anterior,anterior
prefix,ante,Irish,antebellum,antebellum
prefix,ante,Italian,antechamber,anticamera
prefix,ante,Italian,anterior,anteriore
prefix,ante,Italian,antebellum,Antebellum
prefix,ante,Latin,antechamber,antechamber
prefix,ante,Latin,anterior,anterior
prefix,ante,Latin,antebellum,antebellum
prefix,ante,Latvian,anterior,anterior
prefix,ante,Latvian,antebellum,antebellum
prefix,ante,Luxembourg,antechamber,Vorzimmer
prefix,ante,Luxembourg,anterior,Cover
prefix,ante,Luxembourg,antebellum,Antebellum
prefix,ante,Norwegian,antechamber,antechamber
prefix,ante,Norwegian,anterior,fremre
prefix,ante,Norwegian,antebellum,antebellum
prefix,ante,Portuguese,antechamber,antecamara
prefix,ante,Portuguese,anterior,anterior
prefix,ante,Portuguese,antebellum,antebellum
prefix,ante,Scottish,antechamber,antechamber
prefix,ante,Scottish,anterior,anterior
prefix,ante,Scottish,antebellum,antebellum
prefix,ante,Spanish,antechamber,antecámara
prefix,ante,Spanish,anterior,anterior
prefix,ante,Spanish,antebellum,antebellum
prefix,ante,Swedish,antechamber,förkammare
prefix,ante,Swedish,anterior,främre
prefix,ante,Swedish,antebellum,antebellum
prefix,ante,Welsh,antechamber,antechamber
prefix,ante,Welsh,anterior,anterior
prefix,ante,Welsh,antebellum,antebellum
prefix,anti,Basque,antifreeze,izotzeze
prefix,anti,Basque,antisocial,antisoziala
prefix,anti,Basque,antibiotic,antibiotiko
prefix,anti,Catalan,antifreeze,anticongelant
prefix,anti,Catalan,antisocial,antisocial
prefix,anti,Catalan,antibiotic,antibiòtic
prefix,anti,Danish,antifreeze,frostvæske
prefix,anti,Danish,antisocial,antisocial
prefix,anti,Danish,antibiotic,antibiotikum
prefix,anti,Dutch,antifreeze,antivries
prefix,anti,Dutch,antisocial,antisociaal
prefix,anti,Dutch,antibiotic,antibioticum
prefix,anti,Estonian,antifreeze,antifriis
prefix,anti,Estonian,antisocial,antisotsiaalne
prefix,anti,Estonian,antibiotic,antibiootikum
prefix,anti,Finnish,antifreeze,pakkasneste
prefix,anti,Finnish,antisocial,epäsosiaalinen
prefix,anti,Finnish,antibiotic,antibiootti
prefix,anti,French,antifreeze,antigel
prefix,anti,French,antisocial,antisocial
prefix,anti,French,antibiotic,antibiotique
prefix,anti,German,antifreeze,Frostschutz
prefix,anti,German,antisocial,antisoziale
prefix,anti,German,antibiotic,Antibiotikum
prefix,anti,Hungarian,antifreeze,fagyálló
prefix,anti,Hungarian,antisocial,antiszociális
prefix,anti,Hungarian,antibiotic,antibiotikum
prefix,anti,Icelandic,antifreeze,frostlegi
prefix,anti,Icelandic,antisocial,andfélagsleg
prefix,anti,Icelandic,antibiotic,sýklalyf
prefix,anti,Irish,antifreeze,antifreeze
prefix,anti,Irish,antisocial,frithshóisialta
prefix,anti,Irish,antibiotic,antaibheathach
prefix,anti,Italian,antifreeze,antigelo
prefix,anti,Italian,antisocial,antisociale
prefix,anti,Italian,antibiotic,antibiotico
prefix,anti,Latin,antifreeze,antifreeze
prefix,anti,Latin,antisocial,antisocial
prefix,anti,Latin,antibiotic,antibiotic
prefix,anti,Latvian,antibiotic,antibiotika
prefix,anti,Luxembourg,antifreeze,Frostschutz
prefix,anti,Luxembourg,antisocial,antisoziale
prefix,anti,Luxembourg,antibiotic,Antibiotikum
prefix,anti,Norwegian,antifreeze,frostvæske
prefix,anti,Norwegian,antisocial,antisosial
prefix,anti,Norwegian,antibiotic,antibiotikum
prefix,anti,Portuguese,antifreeze,glicol
prefix,anti,Portuguese,antisocial,anti
prefix,anti,Portuguese,antibiotic,antibiotico
prefix,anti,Scottish,antifreeze,antifreeze
prefix,anti,Scottish,antisocial,antisocial
prefix,anti,Scottish,antibiotic,antibiotic
prefix,anti,Spanish,antifreeze,anticongelante
prefix,anti,Spanish,antisocial,antisocial
prefix,anti,Spanish,antibiotic,antibióticos
prefix,anti,Swedish,antifreeze,frostskyddsmedel
prefix,anti,Swedish,antisocial,antisocial
prefix,anti,Swedish,antibiotic,antibiotika
prefix,anti,Welsh,antifreeze,gwrthrewydd
prefix,anti,Welsh,antisocial,gwrthgymdeithasol
prefix,anti,Welsh,antibiotic,gwrthfiotig
prefix,auto,Basque,autograph,autografoa
prefix,auto,Basque,autonomy,autonomia
prefix,auto,Basque,autobiography,autobiografia
prefix,auto,Catalan,autograph,autograph
prefix,auto,Catalan,autonomy,autonomia
prefix,auto,Catalan,autobiography,autobiografia
prefix,auto,Danish,autograph,håndskrevet
prefix,auto,Danish,autonomy,autonomi
prefix,auto,Danish,autobiography,selvbiografi
prefix,auto,Dutch,autograph,signeren
prefix,auto,Dutch,autonomy,autonomie
prefix,auto,Dutch,autobiography,autobiografie
prefix,auto,Estonian,autograph,autogrammi
prefix,auto,Estonian,autonomy,autonoomia
prefix,auto,Estonian,autobiography,autobiograafia
prefix,auto,Finnish,autograph,nimikirjoitus
prefix,auto,Finnish,autonomy,itsenäisyys
prefix,auto,Finnish,autobiography,omaelämäkerta
prefix,auto,French,autograph,autographe
prefix,auto,French,autonomy,autonomie
prefix,auto,French,autobiography,autobiographie
prefix,auto,German,autograph,Autogramm
prefix,auto,German,autonomy,Autonomie
prefix,auto,German,autobiography,Autobiographie
prefix,auto,Hungarian,autograph,autogram
prefix,auto,Hungarian,autonomy,autonómia
prefix,auto,Hungarian,autobiography,önéletrajz
prefix,auto,Icelandic,autograph,eiginhandaráritun
prefix,auto,Icelandic,autonomy,sjálfstæði
prefix,auto,Icelandic,autobiography,sjálfsævisögu
prefix,auto,Irish,autograph,autograph
prefix,auto,Irish,autonomy,neamhspleáchas
prefix,auto,Irish,autobiography,dírbheathaisnéis
prefix,auto,Italian,autograph,autografo
prefix,auto,Italian,autonomy,autonomia
prefix,auto,Italian,autobiography,autobiografia
prefix,auto,Latin,autograph,autographo
prefix,auto,Latin,autonomy,autonomia
prefix,auto,Latin,autobiography,vita
prefix,auto,Latvian,autonomy,autonomija
prefix,auto,Luxembourg,autograph,Autogramm
prefix,auto,Luxembourg,autonomy,Autonomie
prefix,auto,Luxembourg,autobiography,Autobiographie
prefix,auto,Norwegian,autograph,autograf
prefix,auto,Norwegian,autonomy,autonomi
prefix,auto,Norwegian,autobiography,selvbiografi
prefix,auto,Portuguese,autograph,autografo
prefix,auto,Portuguese,autonomy,autonomia
prefix,auto,Portuguese,autobiography,autobiografia
prefix,auto,Scottish,autograph,autograph
prefix,auto,Scottish,autonomy,fèin-ùghdarras
prefix,auto,Scottish,autobiography,autobiography
prefix,auto,Spanish,autograph,autógrafo
prefix,auto,Spanish,autonomy,autonomía
prefix,auto,Spanish,autobiography,autobiografía
prefix,auto,Swedish,autograph,autograf
prefix,auto,Swedish,autonomy,självständighet
prefix,auto,Swedish,autobiography,självbiografi
prefix,auto,Welsh,autograph,llofnod
prefix,auto,Welsh,autonomy,ymreolaeth
prefix,auto,Welsh,autobiography,hunangofiant
prefix,circum ,Basque,circumscribe,zirkunskribatu
prefix,circum ,Basque,circumvent,inguratzailea
prefix,circum ,Basque,circumnavigate,zirkumnabigatua
prefix,circum ,Catalan,circumscribe,circumscriure
prefix,circum ,Catalan,circumvent,circumvent
prefix,circum ,Catalan,circumnavigate,circumnavegació
prefix,circum ,Danish,circumscribe,circumscribe
prefix,circum ,Danish,circumvent,omgå
prefix,circum ,Danish,circumnavigate,circumnavigate
prefix,circum ,Dutch,circumscribe,omschrijven
prefix,circum ,Dutch,circumvent,omzeilen
prefix,circum ,Dutch,circumnavigate,circumnavigaat
prefix,circum ,Estonian,circumscribe,piiritleda
prefix,circum ,Estonian,circumvent,hiilida
prefix,circum ,Estonian,circumnavigate,ümbermaailmareisi
prefix,circum ,Finnish,circumscribe,circumscribe
prefix,circum ,Finnish,circumvent,kiertää
prefix,circum ,Finnish,circumnavigate,maailmanympäripurjehdus
prefix,circum ,French,circumscribe,circonscrire
prefix,circum ,French,circumvent,contourner
prefix,circum ,French,circumnavigate,circumnavigate
prefix,circum ,German,circumscribe,umschreiben
prefix,circum ,German,circumvent,umgehen
prefix,circum ,German,circumnavigate,umrunden
prefix,circum ,Hungarian,circumscribe,circumscribe
prefix,circum ,Hungarian,circumvent,circumvent
prefix,circum ,Hungarian,circumnavigate,körutazás
prefix,circum ,Icelandic,circumscribe,afritun
prefix,circum ,Icelandic,circumvent,sniðganga
prefix,circum ,Icelandic,circumnavigate,umhverfis
prefix,circum ,Irish,circumscribe,circumscribe
prefix,circum ,Irish,circumvent,timpeall
prefix,circum ,Irish,circumnavigate,circumnavigate
prefix,circum ,Italian,circumscribe,circoscrivere
prefix,circum ,Italian,circumvent,aggirare
prefix,circum ,Italian,circumnavigate,circumnavigare
prefix,circum ,Latin,circumscribe,circumscribe
prefix,circum ,Latin,circumvent,circumveniat
prefix,circum ,Latin,circumnavigate,circumnavigate
prefix,circum ,Latvian,circumvent,apiet
prefix,circum ,Luxembourg,circumscribe,umschreiben
prefix,circum ,Luxembourg,circumvent,ëmgoën
prefix,circum ,Luxembourg,circumnavigate,ëmkreesen
prefix,circum ,Norwegian,circumscribe,circumscribe
prefix,circum ,Norwegian,circumvent,omgå
prefix,circum ,Norwegian,circumnavigate,circumnavigate
prefix,circum ,Portuguese,circumscribe,circunscrever
prefix,circum ,Portuguese,circumvent,contornar
prefix,circum ,Portuguese,circumnavigate,circum-navegação
prefix,circum ,Scottish,circumscribe,circumscribe
prefix,circum ,Scottish,circumvent,circumvent
prefix,circum ,Scottish,circumnavigate,circumnavigate
prefix,circum ,Spanish,circumscribe,circunscribir
prefix,circum ,Spanish,circumvent,eludir
prefix,circum ,Spanish,circumnavigate,circunnavegar
prefix,circum ,Swedish,circumscribe,begränsa
prefix,circum ,Swedish,circumvent,kringgå
prefix,circum ,Swedish,circumnavigate,kringgå
prefix,circum ,Welsh,circumscribe,circumscribe
prefix,circum ,Welsh,circumvent,osgoi
prefix,circum ,Welsh,circumnavigate,gylchfordeithio
prefix,co,Basque,copilot,kopilot
prefix,co,Basque,coworker,interesa
prefix,co,Basque,coexist,elkarbizi
prefix,co,Catalan,copilot,copilot
prefix,co,Catalan,coexist,cohabitar
prefix,co,Danish,copilot,copilot
prefix,co,Danish,coworker,kollega
prefix,co,Danish,coexist,sameksistens
prefix,co,Dutch,copilot,copiloot
prefix,co,Dutch,coworker,collega
prefix,co,Dutch,coexist,bestaan
prefix,co,Estonian,copilot,copilot
prefix,co,Estonian,coworker,kaastöötaja
prefix,co,Estonian,coexist,eksisteerima
prefix,co,Finnish,copilot,perämies
prefix,co,Finnish,coworker,työtoveri
prefix,co,Finnish,coexist,rinnakkain
prefix,co,French,copilot,copilote
prefix,co,French,coworker,collègue
prefix,co,French,coexist,coexister
prefix,co,German,copilot,Kopilot
prefix,co,German,coworker,mitarbeiter
prefix,co,German,coexist,koexistieren
prefix,co,Hungarian,copilot,másodpilóta
prefix,co,Hungarian,coworker,munkatárs
prefix,co,Hungarian,coexist,coexist
prefix,co,Icelandic,copilot,aðstoðarflugmaður
prefix,co,Icelandic,coworker,vinnufélagi
prefix,co,Icelandic,coexist,lifa
prefix,co,Irish,copilot,copilot
prefix,co,Irish,coworker,coworker
prefix,co,Irish,coexist,taobh
prefix,co,Italian,copilot,copilota
prefix,co,Italian,coworker,collega
prefix,co,Italian,coexist,coesistere
prefix,co,Latin,copilot,copilot
prefix,co,Latin,coworker,coworker
prefix,co,Latin,coexist,simul
prefix,co,Latvian,copilot,kopilots
prefix,co,Luxembourg,copilot,Kopilot
prefix,co,Luxembourg,coworker,mataarbechter
prefix,co,Luxembourg,coexist,koexistieren
prefix,co,Norwegian,copilot,copilot
prefix,co,Norwegian,coworker,medarbeider
prefix,co,Norwegian,coexist,eksistere
prefix,co,Portuguese,copilot,piloto
prefix,co,Portuguese,coworker,colega
prefix,co,Portuguese,coexist,coexistir
prefix,co,Scottish,copilot,copilot
prefix,co,Scottish,coworker,coworker
prefix,co,Scottish,coexist,coexist
prefix,co,Spanish,copilot,copiloto
prefix,co,Spanish,coworker,compañero
prefix,co,Spanish,coexist,coexistir
prefix,co,Swedish,copilot,copilot
prefix,co,Swedish,coworker,medarbetare
prefix,co,Swedish,coexist,samexistera
prefix,co,Welsh,copilot,copilot
prefix,co,Welsh,coworker,coworker
prefix,com,Basque,community,komunitatea
prefix,com,Basque,compartment,konpartimenduan
prefix,com,Basque,commiserate,sentitzen
prefix,com,Catalan,community,comunitat
prefix,com,Catalan,compartment,compartiment
prefix,com,Catalan,commiserate,comissariat
prefix,com,Danish,community,Fællesskab
prefix,com,Danish,compartment,rum
prefix,com,Danish,commiserate,commiserate
prefix,com,Dutch,community,gemeenschap
prefix,com,Dutch,compartment,compartiment
prefix,com,Dutch,commiserate,meeleven
prefix,com,Estonian,community,ühendus
prefix,com,Estonian,compartment,kamber
prefix,com,Estonian,commiserate,komiseraat
prefix,com,Finnish,community,yhteisö
prefix,com,Finnish,compartment,osasto
prefix,com,Finnish,commiserate,katuvainen
prefix,com,French,community,communauté
prefix,com,French,compartment,compartiment
prefix,com,French,commiserate,compatir
prefix,com,German,community,Gemeinschaft
prefix,com,German,compartment,Fach
prefix,com,German,commiserate,mitleid
prefix,com,Hungarian,community,közösség
prefix,com,Hungarian,compartment,rekesz
prefix,com,Hungarian,commiserate,commiserate
prefix,com,Icelandic,community,samfélag
prefix,com,Icelandic,compartment,hólf
prefix,com,Icelandic,commiserate,deila
prefix,com,Irish,community,pobail
prefix,com,Irish,compartment,urrann
prefix,com,Irish,commiserate,commiserate
prefix,com,Italian,community,comunità
prefix,com,Italian,compartment,compartimento
prefix,com,Italian,commiserate,commiserate
prefix,com,Latin,community,communitas
prefix,com,Latin,compartment,compartment
prefix,com,Latin,commiserate,commiserate
prefix,com,Latvian,community,kopiena
prefix,com,Latvian,commiserate,commiserate
prefix,com,Luxembourg,community,Communautéit
prefix,com,Luxembourg,compartment,Fach
prefix,com,Luxembourg,commiserate,matleed
prefix,com,Norwegian,community,samfunn
prefix,com,Norwegian,compartment,oppbevaringsrom
prefix,com,Norwegian,commiserate,commiserate
prefix,com,Portuguese,community,comunidade
prefix,com,Portuguese,compartment,compartimento
prefix,com,Portuguese,commiserate,commiserate
prefix,com,Scottish,community,coimhearsnachd
prefix,com,Scottish,compartment,compartment
prefix,com,Scottish,commiserate,commiserate
prefix,com,Spanish,community,comunidad
prefix,com,Spanish,compartment,compartimento
prefix,com,Spanish,commiserate,compadecerse
prefix,com,Swedish,community,gemenskap
prefix,com,Swedish,compartment,fack
prefix,com,Swedish,commiserate,commiserate
prefix,com,Welsh,compartment,compartment
prefix,com,Welsh,commiserate,commiserate
prefix,con,Basque,confluence,konfluentzia
prefix,con,Basque,conversation,berriketa
prefix,con,Basque,confound,nahasia
prefix,con,Catalan,confluence,confluència
prefix,con,Catalan,conversation,diàleg
prefix,con,Catalan,confound,confound
prefix,con,Danish,confluence,Confluence
prefix,con,Danish,conversation,samtale
prefix,con,Danish,confound,forvirre
prefix,con,Dutch,confluence,samenvloeiing
prefix,con,Dutch,conversation,gesprek
prefix,con,Dutch,confound,beschamen
prefix,con,Estonian,confluence,liitumiskoht
prefix,con,Estonian,conversation,vestlus
prefix,con,Estonian,confound,segadusse
prefix,con,Finnish,confluence,confluence
prefix,con,Finnish,conversation,keskustelu
prefix,con,Finnish,confound,confound
prefix,con,French,confluence,confluence
prefix,con,French,conversation,conversation
prefix,con,French,confound,confondre
prefix,con,German,confluence,Confluence
prefix,con,German,conversation,Gespräch
prefix,con,German,confound,confound
prefix,con,Hungarian,confluence,confluence
prefix,con,Hungarian,conversation,beszélgetés
prefix,con,Hungarian,confound,confound
prefix,con,Icelandic,confluence,samfleytt
prefix,con,Icelandic,conversation,samtal
prefix,con,Icelandic,confound,rugl
prefix,con,Irish,confluence,cumar
prefix,con,Irish,conversation,comhrá
prefix,con,Irish,confound,confound
prefix,con,Italian,confluence,confluenza
prefix,con,Italian,conversation,conversazione
prefix,con,Italian,confound,confondere
prefix,con,Latin,confluence,confluentem
prefix,con,Latin,conversation,sermo
prefix,con,Latin,confound,"confundunt,"
prefix,con,Latvian,conversation,saruna
prefix,con,Latvian,confound,satriektu
prefix,con,Luxembourg,confluence,Confluence
prefix,con,Luxembourg,conversation,Gespréich
prefix,con,Luxembourg,confound,confound
prefix,con,Norwegian,confluence,confluence
prefix,con,Norwegian,conversation,samtale
prefix,con,Norwegian,confound,confound
prefix,con,Portuguese,confluence,confluência
prefix,con,Portuguese,conversation,converso
prefix,con,Portuguese,confound,confundir
prefix,con,Scottish,confluence,confluence
prefix,con,Scottish,conversation,còmhradh
prefix,con,Scottish,confound,confound
prefix,con,Spanish,confluence,confluencia
prefix,con,Spanish,conversation,conversación
prefix,con,Spanish,confound,confundir
prefix,con,Swedish,confluence,confluence
prefix,con,Swedish,conversation,konversation
prefix,con,Swedish,confound,förvirra
prefix,con,Welsh,confluence,cymer
prefix,con,Welsh,conversation,sgwrs
prefix,con,Welsh,confound,drysu
prefix,contra,Basque,contralateral,kontrakoak
prefix,contra,Basque,contraindicated,kontrako
prefix,contra,Catalan,contraflow,contraforts
prefix,contra,Catalan,contralateral,contralateral
prefix,contra,Catalan,contraindicated,contraindicat
prefix,contra,Danish,contraflow,kontrastrøm
prefix,contra,Danish,contralateral,kontralaterale
prefix,contra,Danish,contraindicated,kontraindiceret
prefix,contra,Dutch,contraflow,contrastroom
prefix,contra,Dutch,contralateral,contralateraal
prefix,contra,Dutch,contraindicated,gecontra-indiceerd
prefix,contra,Estonian,contraflow,contraflow
prefix,contra,Estonian,contralateral,kontralateraalne
prefix,contra,Estonian,contraindicated,vastunäidustatud
prefix,contra,Finnish,contraflow,contraflow
prefix,contra,Finnish,contralateral,contralateral
prefix,contra,Finnish,contraindicated,vasta-aiheet
prefix,contra,French,contraflow,contre-courant
prefix,contra,French,contralateral,controlatéral
prefix,contra,French,contraindicated,contre-indiqué
prefix,contra,German,contraflow,gegenstrom
prefix,contra,German,contralateral,kontralateral
prefix,contra,German,contraindicated,kontraindiziert
prefix,contra,Hungarian,contraflow,contraflow
prefix,contra,Hungarian,contralateral,kontralaterális
prefix,contra,Hungarian,contraindicated,ellenjavallt
prefix,contra,Icelandic,contraflow,gegnflæði
prefix,contra,Icelandic,contraindicated,frábending
prefix,contra,Irish,contraflow,contraflow
prefix,contra,Irish,contralateral,contralateral
prefix,contra,Irish,contraindicated,contraindicated
prefix,contra,Italian,contraflow,controflusso
prefix,contra,Italian,contralateral,controlaterale
prefix,contra,Italian,contraindicated,controindicato
prefix,contra,Latin,contraflow,contraflow
prefix,contra,Latin,contralateral,contralateral
prefix,contra,Latin,contraindicated,contraindicated
prefix,contra,Latvian,contraflow,contraflow
prefix,contra,Luxembourg,contraflow,gegenstrom
